IDfg,Name,Team,G,W,L,QS,CG,ShO,SV,HLD,BS,IP,H_pitch,ER,HR_pitch,BB_pitch,HBP_pitch,SO_pitch,AB,H_hit,1B,2B,3B,HR_hit,R,RBI,BB_hit,SO_hit,HBP_hit,SF,SH,SB,CS
27782,Brandon Pfaadt,ARI,32,11,10,13,0,0,0,0,0,181.2,183,95,24,42,4,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17874,Nestor Cortes,NYY,31,9,10,13,0,0,0,0,0,174.1,162,73,24,39,4,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21390,Joe Ryan,MIN,23,7,7,13,0,0,0,0,0,135,110,54,19,23,5,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13543,Blake Snell,SFG,20,5,3,10,1,1,0,0,0,104,65,36,6,44,1,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33829,Shota Imanaga,CHC,29,15,3,19,0,0,0,0,0,173.1,149,56,27,28,3,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17312,Justin Steele,CHC,24,5,5,11,1,0,0,0,0,134.2,111,46,12,37,4,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14107,Kevin Gausman,TOR,31,14,11,16,2,1,0,0,0,181,165,77,20,56,2,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21224,Bailey Ober,MIN,31,12,9,18,1,0,0,0,0,178.2,136,79,27,43,6,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19291,Zac Gallen,ARI,28,14,6,12,0,0,0,0,0,148,133,60,13,54,4,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29837,Bryce Miller,SEA,31,12,8,18,0,0,0,0,0,180.1,131,59,21,45,3,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15873,Sean Manaea,NYM,32,12,6,15,0,0,0,0,0,181.2,134,70,21,63,9,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19600,Bryan De La Cruz,PIT,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,136,90,25,0,21,61,68,29,170,3,5,0,5,2
33825,Yoshinobu Yamamoto,LAD,18,7,2,7,0,0,0,0,0,90,78,30,7,22,1,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9132,Nathan Eovaldi,TEX,29,12,8,16,0,0,0,0,0,170.2,147,72,23,42,7,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27867,Cade Smith,CLE,74,6,1,0,0,0,1,26,2,75.1,51,16,1,17,3,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31846,Spencer Schwellenbach,ATL,21,8,7,12,0,0,0,0,0,123.2,106,46,14,23,6,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20253,Griffin Jax,MIN,72,5,5,0,0,0,10,24,6,71,47,16,4,15,2,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25377,Brady Singer,KCR,32,9,13,13,0,0,0,0,0,179.2,175,74,22,54,10,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27636,Mitchell Parker,WSN,29,7,10,11,0,0,0,0,0,151,154,72,18,43,2,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24968,Reese Olson,DET,22,4,8,9,0,0,0,0,0,112.1,100,44,7,33,4,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21446,Ryan Feltner,COL,30,3,10,13,0,0,0,0,0,162.1,165,81,20,52,7,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11674,Jameson Taillon,CHC,28,12,8,16,0,0,0,0,0,165.1,154,60,21,33,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15689,Luis Castillo,SEA,30,11,12,18,0,0,0,0,0,175.1,158,71,25,47,5,175,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18679,Freddy Peralta,MIL,32,11,9,11,0,0,0,0,0,173.2,143,71,26,68,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30279,Bryan Woo,SEA,22,9,3,10,0,0,0,0,0,121.1,96,39,14,13,3,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15823,Zack Littell,TBR,29,8,10,10,0,0,0,0,0,156.1,164,63,22,31,5,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18138,Ryan Helsley,STL,65,7,4,0,0,0,49,0,4,66.1,50,15,3,23,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31757,Mason Miller,OAK,55,2,2,0,0,0,28,0,3,65,36,18,6,21,1,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21052,Luis Gil,NYY,29,15,7,10,0,0,0,0,0,151.2,104,59,18,77,8,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17594,Mitch Keller,PIT,31,11,12,15,1,0,0,0,0,178,182,84,23,50,15,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12304,Chris Bassitt,TOR,31,10,14,12,0,0,0,0,0,171,180,79,18,70,16,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26253,Ryne Nelson,ARI,28,10,6,12,0,0,1,0,0,150.2,155,71,17,34,5,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22191,Tobias Myers,MIL,27,9,6,7,0,0,0,0,0,138,126,46,18,36,5,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15423,Andrew Heaney,TEX,32,5,14,7,0,0,0,0,0,160,159,76,23,41,12,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21032,Emmanuel Clase,CLE,74,4,2,0,0,0,47,0,3,74.1,39,5,2,10,2,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19407,Ronel Blanco,HOU,30,13,6,14,1,1,0,0,0,167.1,114,52,22,68,2,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15890,Luis Severino,NYM,31,11,7,14,1,1,0,0,0,182,166,79,23,60,11,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26378,Nick Lodolo,CIN,21,9,6,8,0,0,0,0,0,115.1,101,61,13,37,18,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13799,Matt Strahm,PHI,66,6,2,0,0,0,3,18,6,62.2,36,13,4,11,6,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23920,Brayan Bello,BOS,30,14,8,10,0,0,0,0,0,162.1,157,81,19,64,11,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24492,Grayson Rodriguez,BAL,20,13,4,11,0,0,0,0,0,116.2,109,50,15,36,5,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27792,Gavin Stone,LAD,25,11,5,10,1,1,0,0,0,140.1,133,55,18,37,2,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9803,Miles Mikolas,STL,32,10,11,15,0,0,0,0,0,171.2,194,102,26,25,5,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16977,Trevor Williams,WSN,13,6,1,1,0,0,0,0,0,66.2,51,15,3,18,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15454,Nick Pivetta,BOS,27,6,12,11,0,0,0,0,0,145.2,128,67,28,36,1,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17432,Jeff Hoffman,PHI,68,3,3,0,0,0,10,21,3,66.1,48,16,6,16,3,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20302,David Peterson,NYM,21,10,3,12,0,0,0,0,0,121,110,39,8,46,7,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20531,Kutter Crawford,BOS,33,9,16,15,0,0,0,0,0,183.2,155,89,34,51,9,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26221,Ryan Pepiot,TBR,26,8,8,9,0,0,0,0,0,130,102,52,17,48,7,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9073,Kirby Yates,TEX,61,7,2,0,0,0,33,2,1,61.2,23,8,3,28,2,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8241,David Robertson,TEX,68,3,4,0,0,0,2,34,8,72,53,24,5,27,5,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21504,Jake Irvin,WSN,33,10,14,16,0,0,0,0,0,187.2,173,92,29,52,4,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13125,Gerrit Cole,NYY,17,8,5,8,0,0,0,0,0,95,78,36,11,29,6,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26108,Andre Pallante,STL,29,8,8,7,0,0,0,1,0,121.1,110,51,8,48,2,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25550,Matt Waldron,SDP,27,7,11,10,0,0,0,0,0,146.2,145,80,21,40,11,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27863,Jared Jones,PIT,22,6,8,11,0,0,0,0,0,121.2,106,56,18,39,5,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24494,Simeon Woods Richardson,MIN,28,5,5,7,0,0,0,0,0,133.2,125,62,16,48,3,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14916,Jon Gray,TEX,23,5,6,7,0,0,0,0,0,102.2,107,51,11,28,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15761,Joe Jimenez,ATL,69,1,5,0,0,0,3,27,3,68.2,45,20,2,23,4,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16137,Carlos Rodon,NYY,32,16,9,16,0,0,0,0,0,175,157,77,31,57,10,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20423,Ryan Walker,SFG,76,10,4,0,0,0,10,21,4,80,50,17,5,18,9,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20070,Bailey Falter,PIT,28,8,9,8,0,0,0,0,0,142.1,138,70,17,45,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22100,Jose Soriano,LAA,22,6,7,0,0,0,0,1,0,113,91,43,8,45,9,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9323,Patrick Corbin,WSN,32,6,13,9,0,0,0,0,0,174.2,208,109,25,54,3,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19899,Clarke Schmidt,NYY,16,5,5,2,0,0,0,0,0,85.1,71,27,8,30,9,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20454,Jazz Chisholm Jr.,NYY,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,144,95,21,4,24,74,73,53,152,4,2,0,40,10
26389,DJ Herz,WSN,19,4,9,2,0,0,0,0,0,88.2,76,41,11,36,3,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20539,Edwin Uceta,TBR,30,2,0,0,0,0,5,7,0,41.2,26,7,2,8,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21897,Christopher Morel,TBR,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,105,70,11,3,21,56,60,61,159,10,5,0,8,7
12880,Tyler Anderson,LAA,31,10,15,12,0,0,0,0,0,179.1,158,76,24,73,7,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13145,Josh Bell,ARI,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,134,90,23,2,19,62,71,51,120,6,3,0,0,1
29921,Spencer Arrighetti,HOU,29,7,13,10,0,0,0,0,0,145,139,73,21,65,7,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25636,Hunter Gaddis,CLE,78,6,3,0,0,0,0,33,5,74.2,43,13,4,14,4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17130,Raisel Iglesias,ATL,66,6,2,0,0,0,34,0,4,69.1,38,15,4,13,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22210,Jeremiah Estrada,SDP,62,6,3,0,0,0,1,16,3,61,42,20,4,23,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27597,Cody Bradford,TEX,14,6,3,8,0,0,0,0,0,76.1,64,30,10,13,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21461,Cole Sands,MIN,62,9,1,0,0,0,4,5,3,71.1,59,26,6,12,6,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22543,Taj Bradley,TBR,25,8,11,10,0,0,0,0,0,138,122,63,22,47,3,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10123,Kyle Gibson,STL,30,8,8,13,0,0,0,0,0,169.2,161,80,23,68,4,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25648,Justin Slaten,BOS,44,6,2,0,0,0,2,13,3,55.1,47,18,4,9,2,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31776,Orion Kerkering,PHI,64,5,3,0,0,0,0,14,2,63,51,16,2,17,8,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23363,Robert Garcia,WSN,72,3,6,0,0,0,0,13,4,59.2,55,28,4,16,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6175,Albert Suarez,BAL,32,9,7,7,0,0,0,1,1,133.2,130,55,17,43,3,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27451,Alec Marsh,KCR,26,9,9,5,0,0,0,0,0,129,123,65,19,39,11,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19350,Dean Kremer,BAL,24,8,10,9,0,0,0,0,0,129.2,110,59,18,51,3,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26231,Tyler Holton,DET,66,7,2,0,0,0,8,14,0,94.1,57,23,7,17,4,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14221,Jorge Soler,ATL,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,119,63,34,1,21,84,64,68,141,6,4,0,1,0
12970,Joe Musgrove,SDP,19,6,5,10,0,0,0,0,0,99.2,94,43,14,23,10,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24453,Justin Martinez,ARI,64,5,6,0,0,0,8,7,2,72.2,59,20,2,36,2,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23150,Osvaldo Bido,OAK,16,5,3,4,0,0,0,1,0,63.1,43,24,3,26,7,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3096,Kenley Jansen,BOS,54,4,2,0,0,0,27,0,4,54.2,38,20,4,20,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21318,Tylor Megill,NYM,16,4,5,3,0,0,0,0,0,78,70,35,8,32,4,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19362,Keegan Akin,BAL,66,3,1,0,0,0,1,6,3,78.2,55,29,9,19,2,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24586,Kyle Bradish,BAL,8,2,0,2,0,0,0,0,0,39.1,27,12,2,15,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19876,Kevin Ginkel,ARI,72,8,3,0,0,0,5,17,6,70,69,25,6,15,3,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5235,Justin Turner,SEA,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,119,84,24,0,11,59,55,59,95,13,7,0,0,2
2520,Lance Lynn,STL,23,7,4,7,0,0,0,0,0,117.1,113,50,16,44,4,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25645,Declan Cronin,MIA,56,3,4,0,0,0,0,8,1,70.1,75,34,1,25,5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30122,Gavin Williams,CLE,16,3,10,3,0,0,0,0,0,76,72,41,7,32,3,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13896,Chris Flexen,CHW,33,3,15,10,0,0,0,0,0,160,180,88,24,63,2,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20116,Calvin Faucher,MIA,53,2,3,0,0,0,6,11,2,53.2,49,19,0,26,4,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20492,Casey Mize,DET,22,2,6,6,0,0,0,0,0,102.1,121,51,11,29,2,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23590,Ben Brown,CHC,15,1,3,2,0,0,0,1,0,55.1,41,22,5,19,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23429,JP Sears,OAK,32,11,13,13,0,0,0,0,0,180.2,172,88,28,49,14,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27707,Mitch Spence,OAK,35,8,10,4,0,0,0,1,0,151.1,165,77,20,44,6,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21029,Jhoan Duran,MIN,58,6,9,0,0,0,23,7,2,54.1,48,22,4,15,6,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14857,Joe Mantiply,ARI,75,6,2,0,0,0,1,16,0,59.2,52,26,1,18,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16561,Austin Gomber,COL,30,5,12,12,0,0,0,0,0,165,178,87,30,38,1,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17982,Ty France,CIN,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,112,75,24,0,13,46,51,38,114,13,5,0,1,1
13649,Clay Holmes,NYY,67,3,5,0,0,0,30,2,13,63,60,22,4,22,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16939,Lane Thomas,CLE,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,112,68,26,3,15,65,63,44,137,7,5,0,32,14
7048,Fernando Cruz,CIN,69,3,8,0,0,0,0,23,3,66.2,54,36,9,35,1,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16944,Grant Holmes,ATL,26,2,1,1,0,0,0,1,1,68.1,66,27,7,15,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19447,Patrick Sandoval,LAA,16,2,8,4,0,0,0,0,0,79.2,85,45,8,35,3,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29911,Andrew Abbott,CIN,25,10,10,9,0,0,0,0,0,138,127,57,25,52,2,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4676,Charlie Morton,ATL,30,8,10,12,0,0,0,0,0,165.1,154,77,23,65,18,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13133,Derek Law,WSN,75,7,4,0,0,0,1,17,4,90,82,26,7,24,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13074,Yu Darvish,SDP,16,7,3,5,0,0,0,0,0,81.2,65,30,12,22,3,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14710,Edwin Diaz,NYM,54,6,4,0,0,0,20,2,7,53.2,36,21,7,20,3,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24975,Cooper Criswell,BOS,26,6,5,1,0,0,0,0,0,99.1,103,45,10,31,7,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25007,Alex Vesia,LAD,67,5,4,0,0,0,5,13,2,66.1,33,13,7,33,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23796,Ryan Weathers,MIA,16,5,6,7,0,0,0,0,0,86.2,78,35,11,24,9,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10233,Aroldis Chapman,PIT,68,5,5,0,0,0,14,22,5,61.2,44,26,5,39,2,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31730,Jonathan Cannon,CHW,23,5,10,7,0,0,1,0,0,124.1,125,62,18,40,4,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22264,Shane Baz,TBR,14,4,3,8,0,0,0,0,0,79.1,57,27,9,27,4,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16258,Aaron Bummer,ATL,56,4,3,0,0,0,0,2,3,55.1,61,22,2,18,2,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20020,John Schreiber,KCR,59,4,3,0,0,0,2,23,3,51.2,48,21,1,20,4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13590,Jesse Winker,NYM,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,109,72,23,0,14,63,58,63,106,10,3,2,14,4
19769,Will Vest,DET,69,3,4,0,0,0,2,14,6,70.1,61,22,3,18,3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20039,Adrian Morejon,SDP,60,3,2,0,0,0,2,12,2,63.2,63,20,4,21,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16512,Isiah Kiner-Falefa,PIT,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,125,95,18,4,8,53,43,16,78,10,2,3,11,2
30056,David Festa,MIN,14,2,6,1,0,0,0,0,0,64.1,62,35,9,23,2,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13273,Ross Stripling,OAK,22,2,11,2,0,0,0,1,0,85.1,109,57,7,22,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14168,Jose Berrios,TOR,32,16,11,0,1,0,0,0,0,192.1,168,77,31,54,13,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11423,Jose Quintana,NYM,31,10,10,12,0,0,0,0,0,170.1,150,71,22,63,11,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13431,Marcus Stroman,NYY,30,10,9,9,0,0,1,0,0,154.2,167,74,19,60,8,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20548,Bowden Francis,TOR,27,8,5,7,0,0,0,0,0,103.2,74,38,17,22,7,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12572,Blake Treinen,LAD,50,7,3,0,0,0,1,16,4,46.2,33,10,5,11,2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23313,Jose Butto,NYM,30,7,3,0,0,0,3,4,3,74,41,21,6,38,5,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16918,Luke Weaver,NYY,62,7,3,0,0,0,4,22,0,84,52,27,10,26,4,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27646,Luis L. Ortiz,PIT,37,7,6,7,0,0,1,1,2,135.2,109,50,16,42,9,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21741,Javier Assad,CHC,29,7,6,6,0,0,0,0,0,147,143,61,20,63,5,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25139,Tim Herrin,CLE,75,5,1,0,0,0,0,16,2,65.2,39,14,2,25,5,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20099,Chris Paddack,MIN,17,5,3,4,0,0,0,0,0,88.1,102,49,14,21,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17722,Trevor Megill,MIL,48,1,3,0,0,0,21,6,3,46.1,33,14,4,14,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33838,Yariel Rodriguez,TOR,21,1,8,0,0,0,0,0,0,86.2,74,43,11,40,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25385,Drew Rasmussen,TBR,16,0,2,0,0,0,1,3,0,28.2,25,9,0,6,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12317,Colin Rea,MIL,32,12,6,8,0,0,1,1,0,167.2,169,80,29,43,10,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27517,Jared Koenig,MIL,55,9,4,0,0,0,1,10,2,62,54,17,4,23,4,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30115,Robert Suarez,SDP,65,9,3,0,0,0,36,1,6,65,52,20,7,16,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16866,Reed Garrett,NYM,53,8,5,0,0,0,4,14,5,57.1,50,24,6,30,2,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14212,Josh Hader,HOU,71,8,8,0,0,0,34,0,4,71,43,30,12,25,1,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18015,Paul DeJong,KCR,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,101,60,17,0,24,54,56,23,156,9,5,0,2,2
16647,Ryan Thompson,ARI,67,7,5,0,0,0,2,24,7,66.1,64,24,5,15,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17734,Evan Phillips,LAD,61,5,1,0,0,0,18,9,4,54.2,48,22,6,17,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19742,Anthony Bender,MIA,59,5,2,0,0,0,1,15,4,53,50,24,3,18,4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13346,Hoby Milner,MIL,61,5,1,0,0,0,1,5,0,64.2,63,34,6,14,2,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16256,Kyle Freeland,COL,21,5,8,10,0,0,0,0,0,113.1,134,66,22,26,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2967,Tommy Pham,KCR,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,109,77,20,3,9,49,39,35,106,2,1,0,7,3
26413,Porter Hodge,CHC,39,3,1,0,0,0,9,9,3,43,19,9,2,19,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16609,Bryan Abreu,HOU,78,3,3,0,0,0,1,38,7,78.1,59,27,9,32,6,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11847,Chris Martin,BOS,45,3,1,0,0,0,2,15,4,44.1,47,17,5,3,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12972,Joe Ross,MIL,25,3,6,2,0,0,0,0,0,74,72,31,7,29,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33876,Rhett Lowder,CIN,6,2,2,1,0,0,0,0,0,30.2,25,4,0,14,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23055,Dedniel Nunez,NYM,25,2,0,0,0,0,1,9,1,35,24,9,3,8,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15440,Matthew Boyd,CLE,8,2,2,3,0,0,0,0,0,39.2,32,12,4,13,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11445,Mark Canha,SFG,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,95,68,20,0,7,46,42,51,96,13,5,0,7,0
21455,Kris Bubic,KCR,27,1,1,0,0,0,1,7,3,30.1,26,9,2,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14932,Ben Lively,CLE,29,13,10,9,0,0,0,0,0,151,139,64,23,49,5,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27758,Kyle Harrison,SFG,24,7,7,9,0,0,0,0,0,124.1,125,63,18,42,7,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14524,Jose Leclerc,TEX,64,6,5,0,0,0,1,13,3,66.2,56,32,7,32,4,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25679,Kevin Kelly,TBR,68,5,2,0,0,0,1,17,3,70.2,59,21,7,9,5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19996,Dylan Lee,ATL,52,4,2,0,0,0,0,9,2,59.2,49,14,7,17,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24719,Randy Vasquez,SDP,20,4,7,6,0,0,0,0,0,98,119,53,13,29,6,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19926,Tony Santillan,CIN,29,3,3,0,0,0,0,4,2,30,21,10,4,9,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19427,Shane Bieber,CLE,2,2,0,2,0,0,0,0,0,12,10,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
